time,x,y,vx,vy,theta_x,theta_y,action_x,action_y,radius
0.066975,-0.003077,-0.004615,-0.000769,0.000000,0.047068,-0.009342,0.047068,-0.009342,0.005547
0.132524,-0.003077,-0.003846,0.000000,0.000769,0.030476,-0.046520,-0.016592,-0.037178,0.004925
0.198124,-0.003077,-0.003846,0.000000,0.000000,0.028999,-0.048361,-0.001477,-0.001841,0.004925
0.262015,-0.003077,-0.003846,0.000000,0.000000,0.019978,-0.042674,-0.009021,0.005688,0.004925
0.327639,-0.001538,-0.003846,-0.000769,0.000000,0.019778,-0.018259,-0.000200,0.024415,0.004142
0.393303,-0.001538,-0.002308,0.000000,0.000769,0.041757,0.025426,0.021980,0.043684,0.002773
0.458057,-0.000000,-0.002308,-0.000769,0.000000,0.015025,0.034145,-0.026732,0.008719,0.002308
0.522597,-0.000000,-0.003077,0.000000,-0.000769,0.020043,0.015642,0.005018,-0.018502,0.003077
0.586485,-0.000000,-0.002308,0.000000,0.000769,0.012298,0.013329,-0.007745,-0.002313,0.002308
0.650722,-0.000000,-0.002308,0.000000,0.000000,0.041240,-0.000821,0.028942,-0.014150,0.002308
0.716363,0.000769,-0.000769,-0.000769,0.000769,0.026149,-0.036892,-0.015091,-0.036071,0.001088
0.782452,0.003077,-0.000769,-0.002308,0.000000,0.032775,-0.039074,0.006626,-0.002183,0.003172
0.847275,0.004615,-0.000769,-0.001538,0.000000,-0.002232,-0.014821,-0.035007,0.024253,0.004679
0.914006,0.006923,-0.000769,-0.001538,0.000000,0.029535,0.034741,0.031767,0.049562,0.006966
0.979648,0.009231,-0.000769,-0.002308,0.000000,-0.006231,0.061715,-0.035766,0.026974,0.009263
1.045873,0.012308,-0.000769,-0.002308,0.000000,-0.033722,0.039779,-0.027490,-0.021936,0.012332
1.112135,0.016154,-0.000769,-0.003846,0.000000,0.045031,-0.006322,0.050000,-0.046101,0.016172
1.178231,0.020000,-0.000769,-0.003077,0.000000,-0.047578,0.013886,-0.050000,0.020208,0.020015
1.245782,0.023846,0.000000,-0.003846,0.000769,-0.029053,0.026803,0.004668,0.012917,0.023846
1.313871,0.028461,0.001538,-0.003846,0.000769,0.037369,0.027853,0.050000,0.001049,0.028503
1.383912,0.030769,0.003077,-0.002308,0.000769,-0.029681,0.038829,-0.050000,0.010977,0.030923
1.451460,0.037692,0.005385,-0.006923,0.002308,-0.019318,0.053106,0.009735,0.014277,0.038075
1.517517,0.043077,0.006923,-0.005384,0.001538,0.032111,0.015317,0.050000,-0.037790,0.043630
1.585585,0.049231,0.009231,-0.005384,0.001538,-0.039587,-0.007590,-0.050000,-0.022906,0.050089
1.652134,0.055384,0.011538,-0.005384,0.002308,-0.013840,0.020917,0.005479,0.028506,0.056574
1.720288,0.060769,0.014615,-0.004615,0.002308,0.047582,0.029807,0.050000,0.008890,0.062502
1.785508,0.066154,0.018462,-0.005384,0.003846,-0.048494,0.015500,-0.050000,-0.014307,0.068681
1.851043,0.070000,0.023077,-0.003846,0.003846,-0.010046,0.013875,0.003794,-0.001625,0.073706
1.921097,0.073846,0.027692,-0.003077,0.003846,0.044235,0.012534,0.050000,-0.001341,0.078867
1.990161,0.075384,0.031538,-0.001538,0.003077,-0.058280,-0.001177,-0.050000,-0.013711,0.081716
2.055460,0.078461,0.036923,-0.002308,0.004615,-0.021809,0.009672,-0.011763,0.010849,0.086715
2.123516,0.080000,0.041538,-0.001538,0.004615,0.038319,0.006214,0.050000,-0.003458,0.090141
2.187567,0.080769,0.046154,0.000000,0.004615,-0.056106,-0.003047,-0.050000,-0.009260,0.093026
2.254135,0.082307,0.051538,-0.000769,0.005384,-0.018844,0.021753,0.002965,0.024799,0.097112
2.317375,0.081538,0.055384,0.000000,0.003846,0.047267,0.002909,0.050000,-0.018844,0.098569
2.381883,0.080000,0.060769,0.000769,0.005384,-0.062015,-0.012380,-0.050000,-0.015288,0.100463
2.447420,0.078461,0.069231,0.000769,0.007692,-0.021378,0.018160,-0.002534,0.030540,0.104638
2.513024,0.078461,0.076154,0.000000,0.006154,0.019672,-0.028772,0.041050,-0.046932,0.109341
2.579078,0.076154,0.083077,0.001538,0.006923,0.016129,-0.060016,-0.003543,-0.031245,0.112699
2.645616,0.073077,0.092307,0.002308,0.008461,0.020618,-0.053847,0.004489,0.006169,0.117732
2.708680,0.072307,0.102307,0.000769,0.010000,-0.033377,-0.001245,-0.050000,0.050000,0.125280
2.773128,0.070000,0.111538,0.002308,0.009230,-0.040249,0.022535,-0.010868,0.026382,0.131684
2.838667,0.068461,0.122307,0.001538,0.010000,0.013044,-0.040268,0.050000,-0.050000,0.140164
2.904751,0.065384,0.133846,0.002308,0.011538,0.020912,-0.062379,0.011162,-0.034914,0.148962
4.735878,-0.012308,0.060000,0.002308,-0.005384,0.000000,0.000000,0.000000,0.000000,0.061249
